id,label,site_index,url,domain,is_shortener,had_query_params,query_redacted
malicious_site_328,malicious,328,https://sites.google.com/view/crashfree-new/home,sites.google.com,False,False,False
malicious_site_329,malicious,329,https://nologystore.com/en/categories/amazon-usa,nologystore.com,False,False,False
malicious_site_33,malicious,33,https://sites.google.com/view/amazon942/home,sites.google.com,False,False,False
malicious_site_330,malicious,330,https://maplemoney.com/free-amazon-gift-cards/,maplemoney.com,False,False,False
malicious_site_331,malicious,331,https://sites.google.com/view/ppgd-p/home,sites.google.com,False,False,False
malicious_site_332,malicious,332,https://sites.google.com/view/gift-card-galaxy-/home,sites.google.com,False,False,False
malicious_site_333,malicious,333,https://sites.google.com/view/sohids25s/home,sites.google.com,False,False,False
malicious_site_334,malicious,334,https://sites.google.com/view/oneplus-jh/home,sites.google.com,False,False,False
malicious_site_337,malicious,337,https://rewardwinnersurveys.com/winners/amazon-gift-card-100-dollar-sweepstakes,rewardwinnersurveys.com,False,False,False
malicious_site_338,malicious,338,https://proofferzonse.com/xbox_gift_card/,proofferzonse.com,False,False,False
malicious_site_339,malicious,339,https://sites.google.com/view/amazongcard1000/home,sites.google.com,False,False,False
malicious_site_340,malicious,340,https://sites.google.com/view/150-gift-card-/home,sites.google.com,False,False,False
malicious_site_341,malicious,341,https://forms.gle/ZucpZEkJBbVbAgiW8Linktree,forms.gle,False,False,False
malicious_site_342,malicious,342,https://sites.google.com/view/walmart100-usa/home,sites.google.com,False,False,False
malicious_site_343,malicious,343,https://smrturl.co/o/26703/53228925?s1=,smrturl.co,True,True,False
malicious_site_344,malicious,344,https://sites.google.com/view/temugiftcard123/home,sites.google.com,False,False,False
malicious_site_346,malicious,346,https://sites.google.com/view/motion-energy---gh/home,sites.google.com,False,False,False
malicious_site_347,malicious,347,https://sites.google.com/view/forkliftoperatorcplus-/home,sites.google.com,False,False,False
malicious_site_348,malicious,348,https://shorturl.at/Bp9S6,shorturl.at,True,False,False
malicious_site_349,malicious,349,https://sites.google.com/view/jmkgh6t/home,sites.google.com,False,False,False
malicious_site_35,malicious,35,https://sites.google.com/view/i-phone-pro-max-17-/home,sites.google.com,False,False,False
malicious_site_350,malicious,350,https://mrbestgiftscardss.com/,mrbestgiftscardss.com,False,False,False
malicious_site_351,malicious,351,https://sites.google.com/view/dgcjfojyrexvj/%E0%A6%B9%E0%A6%AE,sites.google.com,False,False,False
malicious_site_352,malicious,352,https://sites.google.com/view/forkit/home,sites.google.com,False,False,False
malicious_site_353,malicious,353,https://sites.google.com/view/registrati-nell/home,sites.google.com,False,False,False
malicious_site_354,malicious,354,https://firstopinion.online/Account/Index?aid=WO7H4FA,firstopinion.online,False,True,False
malicious_site_355,malicious,355,https://sites.google.com/view/smo12/home,sites.google.com,False,False,False
malicious_site_356,malicious,356,https://sites.google.com/view/amazon-gift-card-889/home,sites.google.com,False,False,False
malicious_site_357,malicious,357,https://sites.google.com/view/makemoney-online-job/home,sites.google.com,False,False,False
malicious_site_358,malicious,358,https://sites.google.com/view/giveaway-goldjh/home,sites.google.com,False,False,False
malicious_site_359,malicious,359,https://sites.google.com/view/iptw/home,sites.google.com,False,False,False
malicious_site_36,malicious,36,https://sites.google.com/view/o-caps---rs-jh/home,sites.google.com,False,False,False
malicious_site_360,malicious,360,https://sites.google.com/view/matcha-slim-jh/home,sites.google.com,False,False,False
malicious_site_361,malicious,361,https://www.hendryadrian.com/amazon-gift-card-email-hooks-microsoft-credentials/,www.hendryadrian.com,False,False,False
malicious_site_362,malicious,362,https://productsinformation64.blogspot.com/2024/12/scrambly-install-and-make-withdrawal.html,productsinformation64.blogspot.com,False,False,False
malicious_site_363,malicious,363,https://proofferzonse.com/brawal_gift_card/,proofferzonse.com,False,False,False
malicious_site_364,malicious,364,https://sites.google.com/view/asdefg02/home,sites.google.com,False,False,False
malicious_site_365,malicious,365,https://smrturl.co/o/26703/53206832?s1=,smrturl.co,True,True,False
malicious_site_366,malicious,366,https://goingfitunfit.com/100-amazon-spending-spree-or-paypal-cash/,goingfitunfit.com,False,False,False
malicious_site_368,malicious,368,https://cutt.ly/guard/jrhrgdCN,cutt.ly,True,False,False
malicious_site_369,malicious,369,https://sites.google.com/view/give-way--all-/home,sites.google.com,False,False,False
malicious_site_37,malicious,37,https://sites.google.com/view/vgcwq/home,sites.google.com,False,False,False
malicious_site_370,malicious,370,https://sites.google.com/view/app-gift-/home,sites.google.com,False,False,False
malicious_site_371,malicious,371,https://sites.google.com/view/weight-loss-hg/home,sites.google.com,False,False,False
malicious_site_372,malicious,372,https://appealassassins.com/,appealassassins.com,False,False,False
malicious_site_373,malicious,373,https://sites.google.com/view/targetjobscplus/home,sites.google.com,False,False,False
malicious_site_374,malicious,374,https://amazongiftcard4usa.weebly.com/,amazongiftcard4usa.weebly.com,False,False,False
malicious_site_375,malicious,375,https://sites.google.com/view/smart-sleek-samsung/home,sites.google.com,False,False,False
malicious_site_376,malicious,376,https://sites.google.com/view/dameundertoj/home,sites.google.com,False,False,False
malicious_site_377,malicious,377,https://sites.google.com/view/gift-card-central-/home,sites.google.com,False,False,False
malicious_site_378,malicious,378,https://sites.google.com/view/your-happy-card/home,sites.google.com,False,False,False
malicious_site_379,malicious,379,https://sites.google.com/view/bet-exclv-offer-/home,sites.google.com,False,False,False
malicious_site_38,malicious,38,https://sites.google.com/view/amazongclaim1/home,sites.google.com,False,False,False
malicious_site_380,malicious,380,https://sites.google.com/view/temu750-gcddttty/home,sites.google.com,False,False,False
malicious_site_381,malicious,381,https://bit.ly/3S9kRSd,bit.ly,True,False,False
malicious_site_382,malicious,382,https://proofferzonse.com/tiktok_gift_card/,proofferzonse.com,False,False,False
malicious_site_383,malicious,383,https://sites.google.com/view/giftcard250y/home,sites.google.com,False,False,False
malicious_site_384,malicious,384,https://productsinformation64.blogspot.com/2024/12/cashem-all-play-win.html,productsinformation64.blogspot.com,False,False,False
malicious_site_385,malicious,385,https://afmtrk.net/click?p=11691&o=6867,afmtrk.net,False,True,False
malicious_site_386,malicious,386,https://sites.google.com/view/paypalapp-/home,sites.google.com,False,False,False
malicious_site_387,malicious,387,https://sites.google.com/view/us-walmart100/home,sites.google.com,False,False,False
malicious_site_389,malicious,389,https://sites.google.com/view/www-iphoe-16-max-pro/home,sites.google.com,False,False,False
malicious_site_39,malicious,39,https://sites.google.com/view/giftcard23-24/home,sites.google.com,False,False,False
malicious_site_390,malicious,390,https://sites.google.com/view/pizza-love-extra-toppings/home,sites.google.com,False,False,False
malicious_site_391,malicious,391,https://sites.google.com/view/cashappusa750peopleglobal/home,sites.google.com,False,False,False
malicious_site_392,malicious,392,https://sites.google.com/view/belohnung-idealo-250/home,sites.google.com,False,False,False
malicious_site_393,malicious,393,https://ibanezblack.co.id/Amazon-com-USD-Gift-Card-c57895651,ibanezblack.co.id,False,False,False
malicious_site_394,malicious,394,https://sites.google.com/view/katebaote-to/home,sites.google.com,False,False,False
malicious_site_395,malicious,395,https://sites.google.com/view/serums-can-micro-/home,sites.google.com,False,False,False
malicious_site_396,malicious,396,https://www.dotcall.shop/,www.dotcall.shop,False,False,False
malicious_site_397,malicious,397,https://sites.google.com/view/gift-card015/home,sites.google.com,False,False,False
malicious_site_398,malicious,398,https://sites.google.com/view/get-cashmoor/home,sites.google.com,False,False,False
malicious_site_399,malicious,399,https://quality-products1.blogspot.com/search/label/Gift%20Card,quality-products1.blogspot.com,False,False,False
malicious_site_4,malicious,4,https://sites.google.com/view/sephora-store-design-750/home,sites.google.com,False,False,False
malicious_site_400,malicious,400,https://sites.google.com/view/gift-card-500-amazon/home,sites.google.com,False,False,False
malicious_site_401,malicious,401,https://sites.google.com/view/gca4-/home,sites.google.com,False,False,False
malicious_site_403,malicious,403,https://sites.google.com/view/the-anytime-gift/home,sites.google.com,False,False,False
malicious_site_404,malicious,404,https://sites.google.com/view/gskfshjdhdhod/home,sites.google.com,False,False,False
malicious_site_405,malicious,405,https://sites.google.com/view/playstation-5-now-/home,sites.google.com,False,False,False
malicious_site_406,malicious,406,https://soundcloud.com/mst-jharna-akhter-peara/get-unlock-free-amazon-gift-card-codes-2025-free-100-amazon-gift-cards,soundcloud.com,False,False,False
malicious_site_407,malicious,407,https://shorturl.at/huxG8,shorturl.at,True,False,False
malicious_site_408,malicious,408,https://shorturl.at/iptL2,shorturl.at,True,False,False
malicious_site_409,malicious,409,https://shorturl.at/dgy68,shorturl.at,True,False,False
malicious_site_41,malicious,41,https://joykali.com/claim-your-free-wendys-sample/,joykali.com,False,False,False
malicious_site_411,malicious,411,https://productsinformation64.blogspot.com/2024/12/install-tiktok-app.html,productsinformation64.blogspot.com,False,False,False
malicious_site_413,malicious,413,https://sites.google.com/view/norton-vpn01/home,sites.google.com,False,False,False
malicious_site_414,malicious,414,https://sites.google.com/view/samsungapp/home,sites.google.com,False,False,False
malicious_site_415,malicious,415,https://sites.google.com/view/samsung25gift/home,sites.google.com,False,False,False
malicious_site_416,malicious,416,https://sites.google.com/view/amazon-for-the-win/home,sites.google.com,False,False,False
malicious_site_418,malicious,418,https://offer.tcpfast.com/1000-amazon-gift-card/,offer.tcpfast.com,False,False,False
malicious_site_419,malicious,419,https://sites.google.com/view/see-if/home,sites.google.com,False,False,False
malicious_site_420,malicious,420,https://sites.google.com/view/phone-015/home,sites.google.com,False,False,False
malicious_site_421,malicious,421,https://sites.google.com/view/sekarang-fi/home,sites.google.com,False,False,False
malicious_site_422,malicious,422,https://sites.google.com/view/good-deal-of-/home,sites.google.com,False,False,False
malicious_site_423,malicious,423,https://www.freeflys.com/free-samples/free-1000-amazon-cards-from-the-bump/,www.freeflys.com,False,False,False
malicious_site_424,malicious,424,https://sites.google.com/view/hgjf56tfgh/home,sites.google.com,False,False,False
malicious_site_425,malicious,425,https://sites.google.com/view/gct5/home,sites.google.com,False,False,False
malicious_site_426,malicious,426,https://sites.google.com/view/surveytomake750toamazon/home,sites.google.com,False,False,False
malicious_site_428,malicious,428,https://amazongiftcardtc.weebly.com/,amazongiftcardtc.weebly.com,False,False,False
malicious_site_429,malicious,429,https://shorturl.at/cfuAL,shorturl.at,True,False,False
malicious_site_43,malicious,43,https://worldcraftlogistics.com/can-you-use-paypal-on-amazon,worldcraftlogistics.com,False,False,False
malicious_site_430,malicious,430,https://sites.google.com/view/cashblessing/home,sites.google.com,False,False,False
malicious_site_431,malicious,431,https://sites.google.com/view/matcha-slimjh/home,sites.google.com,False,False,False
malicious_site_433,malicious,433,https://offerzone-7.blogspot.com/2019/11/iphone-x-how-do-you-own-us.html,offerzone-7.blogspot.com,False,False,False
malicious_site_434,malicious,434,https://giftcardbank1.tumblr.com/,giftcardbank1.tumblr.com,False,False,False
malicious_site_435,malicious,435,https://glitchy.go2cloud.org/aff_c?offer_id=144,glitchy.go2cloud.org,False,True,True
malicious_site_436,malicious,436,https://sites.google.com/view/hgcyn/home,sites.google.com,False,False,False
malicious_site_437,malicious,437,https://ul.ink/VH3M6-PSGNXW_t,ul.ink,False,False,False
malicious_site_438,malicious,438,https://sites.google.com/view/kohls-giftscard/home,sites.google.com,False,False,False
malicious_site_439,malicious,439,https://sites.google.com/view/agc32/home,sites.google.com,False,False,False
malicious_site_44,malicious,44,https://sites.google.com/view/amazon-gif-1000/home,sites.google.com,False,False,False
malicious_site_440,malicious,440,https://sites.google.com/view/giftcard-jh/home,sites.google.com,False,False,False
malicious_site_442,malicious,442,https://rewardcratezone.blogspot.com/2025/06/steam-wallet-code-generator-instant.html?m=1,rewardcratezone.blogspot.com,False,True,False
malicious_site_443,malicious,443,https://sites.google.com/view/visa-gift-card-jh/home,sites.google.com,False,False,False
malicious_site_444,malicious,444,https://shorturl.at/3tkM4,shorturl.at,True,False,False
malicious_site_445,malicious,445,https://shorturl.at/csY37,shorturl.at,True,False,False
malicious_site_446,malicious,446,https://sites.google.com/view/asderrt/home,sites.google.com,False,False,False
malicious_site_447,malicious,447,https://amazongiftcardgiveawaynews.quora.com/Your-daily-routine-can-earn-you-a-free-Amazon-gift-card-While-it-may-seem-too-good-to-be-true-there-are-legitimate-way,amazongiftcardgiveawaynews.quora.com,False,False,False
malicious_site_449,malicious,449,https://hubverify.com/cl/?o=634e2b8b2fe12,hubverify.com,False,True,False
malicious_site_45,malicious,45,https://sites.google.com/view/50the-perfect-gift/home,sites.google.com,False,False,False
malicious_site_451,malicious,451,https://shorturl.at/zKN45,shorturl.at,True,False,False
malicious_site_452,malicious,452,https://sites.google.com/view/spwa100/home,sites.google.com,False,False,False
malicious_site_453,malicious,453,https://shorturl.at/MPVY1,shorturl.at,True,False,False
malicious_site_454,malicious,454,https://sites.google.com/view/amz1000gift/home,sites.google.com,False,False,False
malicious_site_455,malicious,455,https://sites.google.com/view/exclusiveremotejoboffersapplyn/home,sites.google.com,False,False,False
malicious_site_456,malicious,456,https://giftcards24.xyz/,giftcards24.xyz,False,False,False
malicious_site_457,malicious,457,https://shorturl.at/hrIlH,shorturl.at,True,False,False
malicious_site_458,malicious,458,https://sites.google.com/view/veniselle-jh/home,sites.google.com,False,False,False
malicious_site_459,malicious,459,https://www.dailyinfo247.com/amazon-hiring-work-from-home-jobs-go-ai-associate-hyderabad/,www.dailyinfo247.com,False,False,False
malicious_site_46,malicious,46,https://sites.google.com/view/smg-glxy-s24/home,sites.google.com,False,False,False
malicious_site_460,malicious,460,https://sites.google.com/view/papra/home,sites.google.com,False,False,False
malicious_site_461,malicious,461,https://shorturl.at/agjz9,shorturl.at,True,False,False
malicious_site_462,malicious,462,https://sites.google.com/view/protected-jh/home,sites.google.com,False,False,False
malicious_site_463,malicious,463,https://www.figma.com/community/file/1141132471814165602/amazon-500-gift-card-community,www.figma.com,False,False,False
malicious_site_464,malicious,464,https://sites.google.com/view/gcvw/home,sites.google.com,False,False,False
malicious_site_465,malicious,465,https://innosince2021.mysellauth.com/,innosince2021.mysellauth.com,False,False,False
malicious_site_466,malicious,466,https://sites.google.com/view/amazon219/home,sites.google.com,False,False,False
malicious_site_467,malicious,467,https://sites.google.com/view/gift-box026/home,sites.google.com,False,False,False
malicious_site_468,malicious,468,https://shorturl.at/EitXg,shorturl.at,True,False,False
malicious_site_469,malicious,469,https://sites.google.com/view/firegrill-burger/home,sites.google.com,False,False,False
malicious_site_470,malicious,470,https://sites.google.com/view/freeiphoneusar,sites.google.com,False,False,False
malicious_site_471,malicious,471,https://joykali.com/how-to-win-a-free-jersey-mikes-meal-easy-steps-to-enter/,joykali.com,False,False,False
malicious_site_472,malicious,472,https://afmtrk.net/click?p=11691&o=4835,afmtrk.net,False,True,False
malicious_site_473,malicious,473,https://a1performanceautorepair.com/auto-service-win-50-amazon-gift-card/,a1performanceautorepair.com,False,False,False
malicious_site_475,malicious,475,https://sites.google.com/view/oneplus-11-jh/home,sites.google.com,False,False,False
malicious_site_476,malicious,476,https://sites.google.com/view/aamzngftcd/home,sites.google.com,False,False,False
malicious_site_477,malicious,477,https://sites.google.com/view/get-all-one-gift-card/home,sites.google.com,False,False,False
malicious_site_478,malicious,478,https://offervault1234.blogspot.com/,offervault1234.blogspot.com,False,False,False
malicious_site_479,malicious,479,https://onlineincomestudio.gr-site.com/,onlineincomestudio.gr-site.com,False,False,False
malicious_site_48,malicious,48,https://sites.google.com/view/gct2/home,sites.google.com,False,False,False
malicious_site_480,malicious,480,https://www.tngovjobs.in/amazon-off-campus-drive-2025-device-associate-i-post-apply-now/,www.tngovjobs.in,False,False,False
malicious_site_481,malicious,481,https://sites.google.com/view/tik-tok-001/home,sites.google.com,False,False,False
malicious_site_482,malicious,482,https://firstopinion.online/Account/Index?aid=6BA9Z0Y,firstopinion.online,False,True,False
malicious_site_483,malicious,483,https://surl.li/dghszp,surl.li,True,False,False
malicious_site_484,malicious,484,https://surl.li/lapmbj,surl.li,True,False,False
malicious_site_485,malicious,485,https://shorturl.at/G1RKO,shorturl.at,True,False,False
malicious_site_486,malicious,486,https://mmgift8.com/,mmgift8.com,False,False,False
malicious_site_488,malicious,488,https://sites.google.com/view/carnelooalvarezz2022/home,sites.google.com,False,False,False
malicious_site_489,malicious,489,https://sites.google.com/view/aldigiftcard1235/home,sites.google.com,False,False,False
malicious_site_490,malicious,490,https://sites.google.com/view/pvdr/home,sites.google.com,False,False,False
malicious_site_491,malicious,491,https://sites.google.com/view/gifting-made-easy/home,sites.google.com,False,False,False
malicious_site_492,malicious,492,https://11giftcardamazon.weebly.com/,11giftcardamazon.weebly.com,False,False,False
malicious_site_493,malicious,493,https://sites.google.com/view/amgica/home,sites.google.com,False,False,False
malicious_site_494,malicious,494,https://sites.google.com/view/iphoned-to/home,sites.google.com,False,False,False
malicious_site_495,malicious,495,https://sites.google.com/view/ghj65ftgh/home,sites.google.com,False,False,False
malicious_site_496,malicious,496,https://sites.google.com/view/giftcard-walmart100/home,sites.google.com,False,False,False
malicious_site_497,malicious,497,https://sites.google.com/view/primevideo25/home,sites.google.com,False,False,False
malicious_site_498,malicious,498,https://sites.google.com/view/wingstop35/home,sites.google.com,False,False,False
malicious_site_499,malicious,499,https://sites.google.com/view/dfdgdg002/home,sites.google.com,False,False,False
malicious_site_5,malicious,5,https://sites.google.com/view/hiringnearyou-dollargeneralcpl/home,sites.google.com,False,False,False
malicious_site_50,malicious,50,https://sites.google.com/view/collezione-audio-/home,sites.google.com,False,False,False
malicious_site_500,malicious,500,https://sites.google.com/view/kellyjob025/home,sites.google.com,False,False,False
malicious_site_51,malicious,51,https://sites.google.com/view/motion-energyjh/home,sites.google.com,False,False,False
malicious_site_52,malicious,52,https://sites.google.com/view/warehouse-worker-cpl-us/home,sites.google.com,False,False,False
malicious_site_53,malicious,53,https://sites.google.com/view/gh65fgy/home,sites.google.com,False,False,False
malicious_site_54,malicious,54,https://sites.google.com/view/amz500gtv/home,sites.google.com,False,False,False
malicious_site_55,malicious,55,https://sites.google.com/view/continutul-dvs/home,sites.google.com,False,False,False
malicious_site_56,malicious,56,https://smrturl.co/o/26703/53273195?s1=,smrturl.co,True,True,False
malicious_site_57,malicious,57,https://rewardwinnersurveys.com/,rewardwinnersurveys.com,False,False,False
malicious_site_58,malicious,58,https://www.electronicajaponesa.com/nwegs.php?cygj=zcjb53660136&cid=21&m=2&g=16,www.electronicajaponesa.com,False,True,False
malicious_site_59,malicious,59,https://amazonappealletter.com/,amazonappealletter.com,False,False,False
malicious_site_6,malicious,6,https://sites.google.com/view/gtgc1/home,sites.google.com,False,False,False
malicious_site_60,malicious,60,https://sites.google.com/view/khcutdeaufkb/%E0%A6%B9%E0%A6%AE,sites.google.com,False,False,False
malicious_site_61,malicious,61,https://sites.google.com/view/amazon-jgh/home,sites.google.com,False,False,False
malicious_site_62,malicious,62,https://sites.google.com/view/double-trouble-patty/home,sites.google.com,False,False,False
malicious_site_63,malicious,63,https://soundcloud.com/martha-prill/claim-your-100-amazon-gift-card-free-no-purchase-needed,soundcloud.com,False,False,False
malicious_site_64,malicious,64,https://sites.google.com/view/matchs94/home,sites.google.com,False,False,False
malicious_site_65,malicious,65,https://www.data-medics.com/forum/threads/limited-time-free-amazon-gift-card-codes-without-surveys-2025-free-amazon-gift-card-promo-code.52668/,www.data-medics.com,False,False,False
malicious_site_66,malicious,66,https://sites.google.com/view/iphone-16pro-h/home,sites.google.com,False,False,False
malicious_site_67,malicious,67,https://sites.google.com/view/walmartjobscplus/home,sites.google.com,False,False,False
malicious_site_68,malicious,68,https://sites.google.com/view/become-a-millionaire-hj/home,sites.google.com,False,False,False
malicious_site_69,malicious,69,https://sites.google.com/view/sarprice503/home,sites.google.com,False,False,False
malicious_site_7,malicious,7,https://sites.google.com/view/wender79/home,sites.google.com,False,False,False
malicious_site_70,malicious,70,https://sites.google.com/view/ha3w/home,sites.google.com,False,False,False
malicious_site_72,malicious,72,https://sites.google.com/view/walmartjob001/home,sites.google.com,False,False,False
malicious_site_73,malicious,73,https://btadeal.com/al6g2x/,btadeal.com,False,False,False
malicious_site_74,malicious,74,https://sites.google.com/view/samsung-galaxy-s25-jh/home,sites.google.com,False,False,False
malicious_site_75,malicious,75,https://tuyifedami.com/,tuyifedami.com,False,False,False
malicious_site_76,malicious,76,https://sites.google.com/view/mobile-phone-world/home,sites.google.com,False,False,False
malicious_site_78,malicious,78,https://surl.li/epgepx,surl.li,True,False,False
malicious_site_79,malicious,79,https://sites.google.com/view/agc5/home,sites.google.com,False,False,False
malicious_site_8,malicious,8,https://www.4peppernorth.club/,www.4peppernorth.club,False,False,False
malicious_site_81,malicious,81,https://sites.google.com/view/amazon-giftjh/home,sites.google.com,False,False,False
malicious_site_82,malicious,82,https://sites.google.com/view/claim-your-jh/home,sites.google.com,False,False,False
malicious_site_83,malicious,83,https://www.encurtador.dev/redirecionamento/6cvmN,www.encurtador.dev,False,False,False
malicious_site_84,malicious,84,https://sites.google.com/view/100--amazon-gift-card/home,sites.google.com,False,False,False
malicious_site_87,malicious,87,https://sites.google.com/view/asda00/home,sites.google.com,False,False,False
malicious_site_88,malicious,88,https://sites.google.com/view/seethe-samples/home,sites.google.com,False,False,False
malicious_site_89,malicious,89,https://hackolo.com/get-free-amazon-gift-card-codes-no-software-needed/,hackolo.com,False,False,False
malicious_site_9,malicious,9,https://shorturl.at/w7yeY,shorturl.at,True,False,False
malicious_site_90,malicious,90,https://soundcloud.com/free-amazon-gift-card-codes/best-apps-to-get-free-amazon-gift-cards-in-2025,soundcloud.com,False,False,False
malicious_site_91,malicious,91,https://sites.google.com/view/agv1/home,sites.google.com,False,False,False
malicious_site_92,malicious,92,https://sites.google.com/view/amazon-magic-in-a-gift-card/home,sites.google.com,False,False,False
malicious_site_93,malicious,93,https://shorturl.at/bjqxX,shorturl.at,True,False,False
malicious_site_95,malicious,95,https://afmtrk.net/click?p=11691&o=4762,afmtrk.net,False,True,False
malicious_site_96,malicious,96,https://sites.google.com/view/amazon-job-offers-02/home,sites.google.com,False,False,False
malicious_site_97,malicious,97,https://sites.google.com/view/towards-box/home,sites.google.com,False,False,False
malicious_site_98,malicious,98,https://sites.google.com/view/game-rewards-/home,sites.google.com,False,False,False
malicious_site_99,malicious,99,https://www.fermalife.com/winner,www.fermalife.com,False,False,False
